Source,Target
0,2
0,14
1,2
1,17
2,12
3,4
3,8
3,44
4,5
4,27
5,15
6,7
6,22
7,8
7,30
8,48
9,10
9,18
10,11
10,19
11,20
12,13
12,24
13,14
13,25
14,26
15,16
15,28
16,17
16,39
17,23
18,19
18,31
19,20
19,32
20,21
20,33
21,22
21,34
22,29
23,24
23,40
24,25
24,41
25,26
25,42
26,43
27,28
27,36
28,38
29,30
29,35
30,47
31,32
31,49
32,33
32,50
33,34
33,51
34,35
35,45
36,37
36,44
36,60
37,38
37,61
38,39
38,62
39,40
40,41
41,42
41,56
42,43
42,57
43,58
44,48
45,46
45,51
45,55
46,47
46,64
47,48
47,65
49,50
49,52
50,51
50,53
51,54
52,53
53,54
54,55
55,63
56,57
57,58
59,60
59,66
59,70
60,61
61,62
61,71
62,72
63,64
63,67
64,65
64,68
65,66
66,69
67,68
67,76
68,69
68,77
69,70
69,78
70,71
70,75
71,72
71,73
72,74
73,74
73,75
75,78
76,77
77,78
