x,y,column
1215,46,1
1114,46,1
1006,46,0
897,46,1
789,46,0
684,46,1
632,46,0
464,46,1
359,46,0
241,46,1
131,46,0
241,73,0
131,73,0
27,73,0
1215,156,1
1114,156,1
1006,156,0
897,156,1
789,156,0
684,156,1
632,156,0
573,156,0
497,156,0
464,156,1
359,156,0
241,156,1
131,156,0
27,156,1
573,208,0
497,208,0
464,208,0
1215,286,0
1114,286,0
1006,286,0
897,286,0
1260,385,0
1215,385,1
1114,385,1
897,385,1
789,385,0
684,385,1
573,385,0
464,385,1
359,385,0
241,385,1
131,385,0
27,385,1
1260,494,0
1215,494,0
1114,494,1
897,494,1
789,494,0
684,494,0
573,494,0
464,494,0
359,494,0
241,494,0
131,494,0
27,494,0
1215,600,0
1114,600,1
897,600,1
789,600,0
684,600,1
