x,y,column
1259,248,1
1172,248,1
1083,248,1
995,248,1
906,248,1
819,248,1
728,248,1
637,248,1
552,248,1
459,248,1
373,248,1
284,248,1
195,248,1
106,248,1
20,248,1
459,282,0
373,282,0
284,282,0
195,282,0
106,282,0
20,282,0
1259,282,0
1172,282,0
1083,282,0
995,282,0
906,282,0
819,282,0
1259,316,0
1172,316,0
1083,316,0
995,316,0
906,316,0
819,316,1
728,316,1
637,316,1
552,316,1
459,316,1
373,316,0
284,316,0
195,316,0
106,316,0
20,316,0
459,351,0
373,351,0
284,351,0
195,351,0
106,351,0
20,351,0
1259,351,0
1172,351,0
1083,351,0
995,351,0
906,351,0
819,351,0
1259,384,1
1172,384,1
1083,384,1
995,384,1
906,384,1
819,384,1
728,384,1
637,384,1
552,384,1
459,384,1
373,384,1
284,384,1
195,384,1
106,384,1
20,384,1
