Source,Target
0,1
0,11
1,2
1,12
2,3
2,13
3,4
3,14
4,5
4,15
5,6
5,16
6,7
6,17
7,8
7,18
8,9
8,19
9,10
9,20
10,21
11,12
11,34
12,13
12,30
13,14
13,31
14,15
14,28
15,16
15,29
16,17
16,26
17,18
17,27
18,19
18,24
19,20
19,25
20,21
20,22
21,23
22,23
22,25
22,36
23,37
24,25
24,27
25,35
26,27
26,29
26,45
27,46
28,29
28,31
28,43
29,44
30,31
30,34
30,41
31,42
32,33
32,38
33,34
33,39
34,40
35,36
35,50
36,37
36,47
37,48
38,39
38,57
39,40
39,58
40,41
40,59
41,42
41,53
42,43
42,54
43,44
43,55
44,45
44,56
45,46
45,51
46,52
47,48
47,50
47,65
48,66
49,50
49,52
49,63
50,64
51,52
51,56
51,61
52,62
53,54
53,59
53,70
54,55
54,71
55,56
56,60
57,58
57,67
58,59
58,68
59,69
60,61
60,79
61,62
61,76
62,63
62,77
63,64
63,74
64,65
64,75
65,66
65,72
66,73
67,68
67,80
68,69
68,81
69,70
69,82
70,71
70,83
71,84
72,73
72,75
74,75
74,77
74,92
75,93
76,77
76,79
76,90
77,91
78,79
78,84
78,88
79,89
80,81
81,82
82,83
82,85
83,84
83,86
84,87
85,86
85,94
86,87
86,95
87,88
87,96
88,89
88,97
89,90
89,98
90,91
90,99
91,92
91,100
92,93
92,101
93,102
94,95
95,96
96,97
97,98
98,99
99,100
100,101
101,102
