Source,Target
0,1
0,2
0,13
1,14
2,5
2,12
3,4
3,10
3,17
4,5
4,15
5,11
6,7
6,21
7,8
7,22
8,9
8,18
9,10
9,19
10,20
11,12
11,15
11,23
12,13
12,24
13,14
13,25
14,26
15,17
15,34
16,17
16,20
16,32
17,33
18,19
18,22
18,29
19,20
19,30
20,31
21,22
21,27
22,28
23,24
23,34
23,44
24,25
24,35
25,26
25,36
26,37
27,28
27,45
28,29
28,46
29,30
29,38
30,31
30,39
31,32
31,40
32,33
33,34
33,42
34,43
35,36
35,44
35,49
36,37
36,47
37,48
38,39
38,46
39,40
39,51
40,41
40,52
41,42
41,53
42,43
43,44
43,54
44,55
45,46
45,50
47,48
47,49
47,58
48,59
49,55
49,57
50,51
50,60
51,52
51,61
52,53
53,54
54,55
54,62
55,56
56,57
56,62
56,64
57,58
57,65
58,59
58,66
59,67
60,61
61,62
62,63
63,64
63,68
64,65
64,69
65,66
65,70
66,67
66,71
67,72
68,69
69,70
70,71
71,72
