Source,Target
0,1
0,11
1,73
1,9
2,3
2,6
2,7
3,4
3,8
4,5
4,14
5,15
6,84
6,82
7,8
7,12
8,13
9,77
9,11
9,16
10,11
10,17
11,18
12,13
12,82
12,20
13,14
13,21
14,15
15,22
16,75
16,18
16,30
17,18
17,27
18,29
19,20
19,79
19,82
19,24
20,21
20,25
21,22
22,26
23,24
23,79
23,80
24,25
24,31
25,26
25,32
26,33
27,28
28,29
28,38
29,30
29,39
30,76
30,41
31,32
31,80
31,35
32,33
32,36
33,37
34,35
34,80
34,44
35,36
35,45
36,37
36,46
37,47
38,39
39,40
39,57
40,41
40,58
41,42
41,59
42,43
42,60
43,74
43,61
44,45
44,74
44,81
45,46
45,49
46,47
46,50
47,51
48,49
48,81
48,56
49,50
49,52
50,51
50,53
51,54
52,53
52,70
53,54
53,71
54,72
55,56
55,62
55,81
56,69
57,58
57,63
58,59
58,64
59,60
59,65
60,61
60,66
61,62
61,67
62,78
62,83
63,64
64,65
65,66
66,67
67,68
68,69
68,78
69,70
70,71
71,72
73,77
73,84
74,76
74,83
75,77
75,76
75,79
76,80
77,85
79,85
81,83
82,85
84,85
