Source,Target
0,1
0,4
1,5
2,3
2,9
3,4
3,10
4,5
4,12
5,13
6,7
6,14
7,8
7,15
8,16
9,10
9,28
10,11
10,29
11,12
11,20
12,13
12,21
13,14
13,22
14,15
14,23
15,16
15,24
16,17
16,25
17,18
17,26
18,19
18,27
19,38
20,21
20,30
21,22
21,31
22,23
22,32
23,24
23,33
24,25
24,34
25,26
25,35
26,27
26,36
27,37
28,29
29,30
29,42
30,31
30,43
31,32
31,44
32,33
32,45
33,34
33,39
34,35
34,41
35,36
35,49
36,37
36,50
37,38
37,51
38,52
39,40
39,46
40,41
40,47
41,48
42,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,51
51,52
