Source,Target
0,1
0,11
1,2
1,10
2,3
2,9
3,5
3,8
4,5
4,6
5,7
6,7
6,16
7,8
7,17
8,9
8,15
9,10
9,14
10,11
10,13
11,12
12,13
12,23
13,14
13,22
14,15
14,21
15,17
15,20
16,17
16,18
17,19
18,19
18,24
19,20
19,25
20,21
20,26
21,22
21,27
22,23
22,28
23,29
24,25
24,34
25,26
25,35
26,27
26,33
27,28
27,30
28,29
28,31
29,32
30,31
30,33
30,39
31,32
31,40
32,41
33,35
33,38
34,35
34,36
35,37
36,37
36,47
37,38
37,48
38,39
38,46
39,40
39,45
40,41
40,44
41,43
42,43
42,44
42,54
43,55
44,45
44,53
45,46
45,52
46,48
46,51
47,48
47,49
48,50
49,50
49,56
50,51
50,57
51,52
51,58
52,53
52,59
53,54
53,60
54,55
55,61
56,57
56,67
57,58
57,69
58,59
58,66
59,60
59,63
60,61
60,65
61,62
62,65
62,77
63,64
63,66
63,74
64,65
64,75
65,76
66,69
66,73
67,68
67,70
68,69
68,71
69,72
70,71
71,72
72,73
73,74
74,75
75,76
76,77
