x,y,column
1212,72,1
1120,72,1
1070,72,0
1020,72,1
971,72,0
921,72,1
872,72,0
822,72,1
773,72,0
723,72,1
673,72,0
624,72,1
574,72,0
525,72,1
475,72,0
426,72,1
376,72,0
327,72,1
228,72,1
131,72,1
35,72,1
228,135,0
131,135,0
35,135,0
327,203,0
228,203,0
131,203,0
35,203,0
1247,203,0
1212,203,0
1120,203,0
131,249,1
35,249,1
475,249,0
426,249,1
376,249,0
327,249,1
228,249,1
673,249,0
624,249,1
574,249,0
525,249,1
872,249,0
822,249,1
773,249,0
723,249,1
1120,249,1
1070,249,0
1020,249,1
971,249,0
921,249,1
1247,249,0
1212,249,1
228,322,1
173,322,0
131,322,0
34,322,1
426,322,1
327,322,1
525,322,1
723,322,1
624,322,1
822,322,1
921,322,1
1020,322,1
1247,322,0
1212,322,1
1120,322,1
131,381,0
35,381,0
327,381,0
228,381,0
921,381,0
723,381,0
525,381,0
1212,381,0
1120,381,0
327,431,0
228,431,1
173,431,0
131,431,0
35,431,1
921,431,0
723,431,0
525,431,0
1212,431,0
1120,431,0
131,459,0
35,459,0
327,487,0
228,487,0
921,487,0
723,487,0
525,487,0
1212,487,0
1120,487,0
131,506,0
35,506,0
173,537,0
131,537,0
35,537,1
228,537,1
1120,537,1
921,537,1
723,537,1
525,537,1
327,537,1
1247,537,0
1212,537,1
1247,569,0
1212,569,0
1120,569,0
921,569,0
723,569,0
525,569,0
327,569,0
228,569,0
35,569,0
