Source,Target
0,1
0,24
1,2
1,25
2,26
3,4
3,16
4,5
4,17
5,6
5,18
6,7
6,19
7,20
8,9
8,10
8,11
9,12
10,89
11,12
11,89
11,42
12,13
12,44
13,14
13,46
14,15
14,59
15,16
15,37
16,17
16,39
17,18
17,41
18,19
18,65
19,20
19,32
20,21
20,34
21,22
21,36
22,23
22,58
23,24
23,27
24,25
24,29
25,26
25,31
26,52
27,28
27,47
28,29
28,48
29,30
29,49
30,31
30,50
31,51
32,33
32,53
33,34
33,54
34,35
34,55
35,36
35,56
36,57
37,38
37,60
38,39
38,61
39,40
39,62
40,41
40,63
41,64
42,43
42,67
43,44
43,68
44,45
44,69
45,46
45,70
46,71
47,48
47,58
47,85
48,49
49,50
49,86
50,51
51,52
51,87
52,88
53,54
53,65
53,81
54,55
55,56
55,82
56,57
57,58
57,83
58,84
59,60
59,71
59,76
60,61
60,77
61,62
62,63
62,78
63,64
64,65
64,79
65,80
66,67
66,89
66,72
67,68
67,73
68,69
69,70
69,74
70,71
71,75
72,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
87,88
