x,y,column
1199,41,1
1124,41,1
1074,41,0
1051,41,1
977,41,1
904,41,1
829,41,1
534,41,1
460,41,1
386,41,1
358,41,1
1074,87,0
1051,87,0
682,115,0
607,115,1
534,115,0
460,115,1
1199,115,1
1124,115,1
1051,115,1
977,115,1
904,115,0
829,115,1
792,115,0
755,115,1
1199,159,1
1124,159,1
1051,159,0
977,159,1
904,159,1
829,159,1
792,159,0
755,159,1
682,159,1
607,159,1
534,159,1
460,159,1
1199,233,1
1124,233,1
1051,233,1
977,233,1
904,233,1
829,233,1
755,233,1
682,233,1
607,233,1
534,233,1
460,233,1
1051,270,0
977,270,0
607,307,1
534,307,1
460,307,1
1199,307,1
1124,307,1
1051,307,1
904,307,1
829,307,1
607,380,1
534,380,1
460,380,1
829,380,1
1199,380,1
1124,380,1
755,425,1
718,425,0
682,425,1
904,454,1
829,454,1
755,454,1
718,454,0
682,454,1
607,454,1
534,454,1
460,454,1
1199,454,1
977,528,1
904,528,1
829,528,1
755,528,1
682,528,1
607,528,1
534,528,1
460,528,1
386,528,1
534,548,0
460,548,0
904,548,0
829,548,0
460,602,1
386,602,1
829,602,1
755,602,1
682,602,1
607,602,1
534,602,1
1051,602,1
977,602,1
904,602,1
979,303,1
906,376,1
755,39,1
682,38,1
607,38,1
384,305,1
385,232,1
385,158,1
388,453,1
385,115,1
311,602,1
386,376,1
313,524,1
271,588,1
321,71,1
261,121,1
202,171,1
146,218,1
86,268,1
31,314,1
251,225,1
194,273,1
136,322,1
80,369,1
244,327,1
185,377,1
129,423,1
292,382,1
234,431,1
178,478,1
349,334,0
228,533,1
283,486,1
1052,380,1
975,450,1
1122,455,1
1045,525,1
1197,537,1
1115,603,0
300,280,1
307,175,1
340,438,1
287,598,0
