Source,Target
0,1
0,30
1,2
1,31
2,3
2,15
3,4
3,16
4,5
4,17
5,6
5,19
6,7
6,62
7,8
7,63
8,9
8,64
9,10
9,14
10,11
10,65
11,12
11,66
12,67
13,14
13,64
13,22
14,65
15,16
15,32
16,17
16,28
17,18
17,29
18,19
19,62
19,26
20,21
20,23
20,66
20,44
21,67
21,45
22,23
22,25
22,42
23,65
23,43
24,25
24,27
24,63
24,40
25,64
25,41
26,27
26,29
26,38
27,62
27,39
28,29
28,32
28,36
29,37
30,31
30,33
31,32
31,34
32,35
33,34
33,46
34,35
34,47
35,36
35,48
36,37
36,49
37,38
37,50
38,39
38,51
39,40
39,52
40,41
40,53
41,42
41,54
42,43
42,55
43,44
43,56
44,45
44,57
45,58
46,47
47,48
48,49
49,50
50,51
51,52
52,53
53,54
54,55
55,56
55,59
56,57
57,58
57,60
58,61
59,60
60,61
62,63
63,64
65,66
66,67
