x,y,column
761,37,1
705,37,0
634,37,1
563,37,0
508,37,1
761,105,0
705,105,0
634,105,0
563,105,0
508,105,0
848,105,0
761,177,1
705,177,0
634,177,1
563,177,0
705,223,0
634,223,0
563,223,0
508,223,0
467,223,0
705,316,0
634,316,1
563,316,0
761,222,0
509,178,1
873,38,1
856,86,0
837,133,0
816,177,1
86,340,0
61,365,0
30,396,1
306,120,1
262,165,0
216,210,1
168,258,0
121,305,1
390,36,1
101,354,0
75,379,0
117,369,0
92,394,0
359,171,0
314,216,0
269,261,0
221,309,0
174,356,0
139,391,0
114,416,0
83,447,0
421,106,0
407,218,1
363,262,0
317,308,1
269,356,0
222,403,1
188,437,0
162,463,0
131,494,1
449,176,1
440,249,0
395,294,0
350,339,0
302,387,0
255,434,0
220,469,0
195,494,0
164,525,0
455,264,0
411,309,0
365,355,0
383,372,0
335,420,0
288,467,0
254,501,0
229,527,0
197,558,0
506,313,1
461,357,0
415,403,1
367,451,0
321,497,1
286,532,0
261,557,0
229,589,1
782,241,0
761,261,0
961,126,1
930,157,0
896,190,0
863,223,1
830,257,1
815,272,0
795,292,0
761,318,1
1005,169,0
974,200,0
941,233,0
908,266,0
875,299,0
839,335,0
809,365,0
1049,211,1
1018,242,0
985,276,0
952,309,0
919,342,1
883,377,0
853,408,1
1096,256,0
1065,287,0
1032,321,0
999,354,0
965,387,0
930,423,0
900,453,0
1143,301,1
1112,333,0
1079,366,0
1046,399,0
1012,432,1
977,468,0
946,498,1
1191,348,0
1160,379,0
1127,412,0
1094,445,0
1061,479,0
1025,515,0
995,545,0
1236,392,1
1205,423,0
1172,456,0
1139,489,0
1105,522,1
1070,558,0
1039,588,1
