Source,Target
0,1
0,5
1,6
2,3
2,15
3,16
4,5
4,17
5,6
5,18
6,7
6,22
7,12
8,9
8,20
9,10
9,24
10,11
10,25
11,32
12,13
12,34
13,19
14,15
14,26
15,16
16,17
16,28
17,18
17,29
18,21
19,20
19,35
20,23
21,22
21,30
22,37
23,24
23,42
24,25
25,31
26,27
27,28
27,51
28,29
28,52
29,30
30,36
31,32
31,43
32,33
33,44
34,35
34,40
35,41
36,37
36,38
37,39
38,39
38,46
39,40
40,41
41,42
41,49
42,50
43,44
43,57
44,59
45,46
45,63
46,47
47,48
47,64
48,49
48,53
49,50
50,55
51,52
51,60
52,62
53,54
53,73
54,55
54,74
55,56
56,57
56,65
57,58
57,66
58,59
58,67
60,61
61,62
61,68
62,63
62,69
63,64
63,70
64,71
65,66
66,67
68,69
69,70
71,72
72,73
72,75
73,74
73,76
74,77
75,76
76,77
