Source,Target
0,1
0,5
0,15
1,2
1,17
2,18
3,4
3,8
3,23
4,5
4,24
5,25
6,7
6,11
6,20
7,8
7,21
8,22
9,10
9,14
9,26
10,11
10,27
11,28
12,13
12,29
13,14
13,30
14,31
15,16
15,25
15,32
16,17
16,33
17,18
17,34
18,35
19,20
19,28
19,42
20,21
20,43
21,22
21,44
22,23
22,45
23,24
23,46
24,25
24,47
25,48
26,27
26,31
26,39
27,28
27,40
28,41
29,30
29,36
30,31
30,37
31,38
32,33
32,48
32,49
33,34
34,35
34,50
35,81
36,37
36,72
37,38
37,73
38,39
38,74
39,40
39,69
40,41
40,70
41,42
41,54
42,43
42,55
43,44
43,56
44,45
44,57
45,46
45,58
46,47
46,51
47,48
47,52
48,53
49,50
49,53
49,59
50,60
51,52
51,61
52,53
52,62
53,63
54,55
54,64
55,56
55,65
56,57
56,66
57,58
57,67
58,68
59,60
59,63
59,82
60,83
61,62
61,84
62,63
62,85
63,86
64,65
64,71
65,66
65,88
66,67
66,89
67,68
67,90
68,91
69,70
69,75
70,71
70,76
71,77
72,73
72,78
73,74
73,79
74,80
75,76
75,110
76,77
76,111
77,87
78,79
78,107
79,80
79,108
80,109
81,83
81,92
82,83
82,86
82,93
83,94
84,85
84,95
85,86
85,96
86,97
87,88
87,98
88,89
88,99
89,90
89,100
90,91
90,101
91,102
92,94
92,106
93,94
93,97
93,103
94,105
95,96
95,118
96,97
96,119
97,120
98,99
98,112
99,100
99,114
100,101
100,115
101,102
101,116
102,117
103,104
103,120
103,135
104,105
104,136
105,106
105,137
106,138
107,108
107,121
108,109
108,122
109,110
109,123
110,111
110,124
111,112
111,125
112,113
112,126
113,114
113,127
114,115
114,128
115,116
115,129
116,117
116,130
117,118
117,131
118,119
118,132
119,120
119,133
120,134
121,122
122,123
123,124
124,125
125,126
125,147
126,127
126,148
127,128
128,129
129,130
129,144
130,131
130,145
131,132
131,146
132,133
132,141
133,134
133,142
134,135
134,143
135,136
136,137
137,138
137,139
138,140
139,140
139,143
141,142
142,143
144,145
144,148
145,146
147,148
