x,y,column
568,52,0
531,52,0
488,52,0
406,52,0
355,52,0
315,52,0
263,52,0
181,52,0
678,73,0
568,73,0
531,73,0
488,73,0
1065,73,0
999,73,0
945,73,0
869,73,0
786,73,0
1159,97,1
1132,97,1
1065,97,1
999,97,1
945,97,0
925,97,0
869,97,0
787,97,1
678,97,0
568,97,1
488,97,0
406,97,0
355,97,1
315,97,1
263,97,1
181,97,1
124,97,1
945,130,0
925,130,0
869,130,0
355,161,1
315,161,1
263,161,1
181,161,1
124,161,1
1159,199,1
1132,199,0
945,231,0
869,231,0
787,231,0
678,231,0
568,231,0
488,231,0
406,231,0
1159,231,1
1132,231,0
1065,231,0
355,261,1
263,261,0
124,261,1
1159,261,1
1065,261,1
999,261,1
1159,332,1
1065,332,1
999,332,1
945,332,0
869,332,0
787,332,1
678,332,0
568,332,1
488,332,0
406,332,0
355,332,1
263,332,1
181,332,1
124,332,1
263,452,0
181,452,0
945,452,0
869,452,0
787,452,0
678,452,0
568,452,0
488,452,0
406,452,0
355,452,0
1065,452,0
999,452,0
1065,500,0
999,500,0
1065,562,0
999,562,1
945,562,0
869,562,0
787,562,1
678,562,0
568,562,1
488,562,0
406,562,0
355,562,1
263,562,0
181,562,1
