Source,Target
0,1
0,18
1,2
1,8
2,3
2,14
3,4
3,15
4,5
4,12
5,6
5,13
6,11
7,14
7,16
7,17
8,16
8,18
8,19
9,10
9,13
9,20
10,11
10,21
11,22
12,13
12,15
12,23
13,24
14,15
14,17
14,25
15,26
16,17
16,19
16,27
17,28
18,19
18,29
19,30
20,21
20,24
20,33
21,22
22,35
23,24
23,26
23,31
24,32
25,26
25,28
25,36
26,37
27,28
27,30
28,41
29,30
29,38
30,39
31,32
31,37
31,43
32,33
32,44
33,34
34,35
35,42
36,37
36,41
36,45
37,46
38,39
38,47
39,40
39,48
40,41
42,44
42,49
43,44
43,46
43,50
44,51
45,46
45,48
45,52
46,53
47,48
47,54
48,55
49,51
49,59
50,51
50,53
50,56
51,57
52,53
52,55
52,63
53,64
54,55
54,60
55,61
56,57
56,64
56,70
57,58
57,71
58,59
58,72
59,73
60,61
60,65
61,62
61,66
62,63
62,67
63,64
63,68
64,69
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
