x,y,column
1026,60,1
969,60,0
912,60,1
854,60,0
797,60,1
722,60,1
686,60,0
797,108,0
722,108,0
686,108,0
1026,155,1
969,155,0
912,155,1
854,155,0
797,155,1
722,155,1
686,155,0
797,214,0
722,214,0
686,214,0
621,214,0
562,214,0
502,214,0
442,214,0
383,214,0
323,214,0
263,214,0
204,214,0
1026,251,1
969,251,0
912,251,1
854,251,0
797,251,1
740,251,0
722,251,0
686,251,1
621,251,0
562,251,1
502,251,0
442,251,1
383,251,0
323,251,1
263,251,0
204,251,1
1026,346,1
969,346,0
912,346,1
854,346,0
797,346,1
740,346,0
686,346,1
621,346,0
562,346,1
502,346,0
442,346,0
383,346,0
323,346,0
263,346,0
204,346,1
442,393,1
383,393,0
323,393,1
263,393,0
204,393,1
1026,441,1
969,441,0
912,441,1
854,441,0
797,441,1
740,441,0
686,441,1
621,441,0
562,441,1
502,441,0
442,441,1
1026,536,1
969,536,0
912,536,1
854,536,0
797,536,1
740,536,0
686,536,1
621,536,0
562,536,1
502,536,0
442,536,1
