Source,Target
0,1
0,21
1,2
1,22
2,3
2,23
3,4
3,24
4,5
4,25
5,6
5,26
6,7
6,33
7,8
7,34
8,9
8,35
9,10
9,15
10,11
10,16
11,12
11,17
12,13
12,18
13,14
13,19
14,20
15,16
15,36
16,17
16,37
17,18
17,38
18,19
18,39
19,20
19,40
20,41
21,22
21,27
22,23
22,28
23,24
23,29
24,25
24,30
25,26
25,31
26,32
27,28
27,48
28,29
28,49
29,30
29,50
30,31
30,51
31,32
31,52
32,33
32,53
33,34
33,60
34,35
34,61
35,36
35,62
36,37
36,42
37,38
37,43
38,39
38,44
39,40
39,45
40,41
40,46
41,47
42,43
42,63
43,44
43,64
44,45
44,65
45,46
45,66
46,47
46,67
47,68
48,49
48,54
49,50
49,55
50,51
50,56
51,52
51,57
52,53
52,58
53,59
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
