Source,Target
0,1
0,17
1,2
1,18
2,19
3,4
3,11
4,5
4,12
5,6
5,13
6,7
6,8
7,9
8,9
8,13
8,22
9,23
10,11
10,15
10,26
11,12
11,27
12,13
12,24
13,25
14,15
14,19
14,28
15,29
16,17
16,21
16,32
17,18
17,33
18,19
18,30
19,31
20,21
20,34
21,35
22,23
22,25
22,39
23,40
24,25
24,27
24,41
25,42
26,27
26,29
26,43
27,44
28,29
28,31
28,36
29,38
30,31
30,33
30,48
31,49
32,33
32,35
32,50
33,51
34,35
34,52
35,53
36,37
36,45
37,38
37,46
38,47
39,40
39,42
41,42
41,44
43,44
43,47
45,46
45,49
46,47
48,49
48,51
50,51
50,53
52,53
