Source,Target
0,4
0,5
1,2
1,10
2,3
2,19
3,4
3,22
4,25
5,6
5,11
6,7
6,12
7,13
8,9
8,14
9,10
9,15
10,16
11,12
11,27
12,13
12,31
13,33
14,15
14,38
15,16
15,40
16,17
17,18
17,42
18,19
18,43
19,20
20,21
20,34
21,22
21,35
22,23
23,24
23,36
24,25
24,37
25,26
26,27
26,28
27,29
28,29
28,44
29,30
29,45
30,31
30,46
31,32
32,33
32,55
33,56
34,35
34,47
35,36
36,37
37,50
38,39
38,59
39,40
39,60
40,41
41,42
41,51
42,43
42,52
43,53
44,45
44,62
45,46
46,54
47,48
48,49
48,57
49,50
49,58
51,52
51,61
52,53
53,65
54,55
54,63
55,56
56,73
57,58
57,68
58,69
59,60
59,74
60,61
61,64
62,63
62,70
63,71
64,65
64,66
65,67
66,67
66,75
67,68
67,80
68,69
68,81
69,70
69,78
70,71
70,79
71,72
72,73
72,76
73,77
74,75
74,82
75,83
76,77
78,79
80,81
82,83
