Source,Target
0,1
0,15
1,2
1,17
2,3
2,29
3,4
3,30
4,5
4,31
5,6
5,32
6,7
6,33
7,8
7,34
8,9
8,35
9,10
9,13
10,11
10,14
11,12
11,18
12,19
13,14
13,23
14,24
15,16
15,20
16,17
16,21
17,22
18,19
18,26
19,25
20,21
20,27
21,22
22,28
23,24
23,36
24,37
25,26
25,38
26,37
26,47
27,28
27,48
28,29
28,49
29,30
29,50
30,31
30,39
31,32
31,40
32,33
32,41
33,34
33,42
34,35
34,43
35,36
35,44
36,37
36,45
37,46
38,47
38,67
39,40
39,50
39,58
40,41
40,59
41,42
41,60
42,43
42,61
43,44
43,62
44,45
44,63
45,46
45,64
46,47
46,65
47,66
48,49
48,55
49,50
49,51
50,52
51,52
51,53
52,54
53,54
53,56
54,57
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
