Source,Target
0,1
0,8
0,13
1,2
1,20
2,3
2,21
3,4
3,14
4,15
5,6
5,10
5,23
6,7
6,22
7,8
7,11
8,12
9,10
9,24
10,25
11,12
11,16
12,13
13,19
14,15
14,21
14,39
15,38
16,17
16,22
16,28
17,18
17,30
18,19
18,31
19,20
19,26
20,21
20,27
21,69
22,23
22,65
23,25
23,40
24,25
24,41
25,42
26,27
26,37
27,68
28,29
28,66
29,30
29,34
30,31
30,32
31,33
32,33
32,35
33,36
34,35
34,66
34,44
35,36
36,37
36,45
37,68
37,46
38,39
38,50
39,69
39,52
40,65
40,42
40,63
41,42
41,53
42,54
43,44
43,65
43,48
44,45
45,46
45,47
46,67
47,67
48,49
48,64
49,51
50,52
50,58
51,71
51,56
52,70
52,57
53,54
54,63
54,55
55,59
56,61
56,60
57,58
57,62
59,60
59,63
60,64
61,62
61,71
62,70
63,64
65,66
67,71
68,71
68,69
69,70
70,71
