x,y,column
1098,32,1
1033,32,0
969,32,0
904,32,1
714,32,1
676,32,0
564,32,0
522,32,1
327,32,1
166,32,0
1098,103,0
1033,103,0
969,103,0
904,103,0
841,103,0
771,103,0
714,103,1
676,103,0
564,103,0
522,103,1
327,103,0
166,103,1
522,154,0
327,154,0
166,154,0
1098,226,1
1033,226,0
969,226,0
904,226,1
841,226,0
771,226,0
714,226,1
522,226,1
327,226,1
166,226,1
714,292,0
522,292,0
327,292,0
166,292,0
166,358,0
714,358,0
522,358,0
327,358,0
1098,422,1
1033,422,0
969,422,0
904,422,1
841,422,0
771,422,0
714,422,1
522,422,1
327,422,1
166,422,1
1098,492,0
1033,492,0
969,492,0
904,492,0
841,492,0
771,492,0
714,492,0
656,492,0
564,492,0
522,492,1
327,492,1
166,492,1
1098,612,1
1033,612,0
969,612,0
904,612,1
841,612,0
771,612,0
714,612,1
656,612,0
564,612,0
522,612,0
327,612,0
166,612,0
