x,y,column
865,22,0
800,22,0
747,22,0
690,22,0
642,22,0
594,22,0
549,22,0
498,22,0
449,22,0
399,22,0
242,22,0
865,63,1
800,63,0
747,63,0
690,63,1
642,63,0
594,63,0
549,63,1
498,63,0
449,63,0
399,63,1
242,63,1
1037,63,1
933,63,1
1037,167,1
933,167,1
865,167,0
865,221,1
800,221,0
747,221,0
690,221,1
642,221,0
594,221,0
549,221,1
498,221,0
449,221,0
399,221,1
242,221,1
498,343,0
449,343,0
399,343,1
369,343,0
272,343,0
242,343,1
642,343,0
594,343,0
549,343,1
865,343,1
800,343,0
747,343,0
690,343,1
449,426,0
399,426,1
369,426,0
272,426,0
242,426,1
449,575,0
399,575,0
369,575,0
272,575,0
242,575,0
449,609,0
399,609,1
369,609,0
272,609,0
242,609,1
