x,y,column
713,41,0
617,41,0
558,41,0
713,80,0
617,80,0
522,100,0
428,100,0
357,100,1
924,100,1
853,100,0
759,100,0
617,146,0
558,146,0
759,146,0
713,146,0
428,185,0
357,185,0
617,185,0
558,185,0
522,185,0
924,185,0
853,185,0
945,224,0
924,224,1
853,224,0
815,224,0
759,224,1
713,224,1
617,224,0
558,224,1
522,224,1
465,224,0
428,224,0
357,224,1
337,224,0
465,257,0
428,257,0
759,257,0
713,257,0
669,257,0
617,257,1
558,257,0
853,257,0
815,257,0
428,284,0
357,284,1
337,284,1
713,284,0
669,284,0
945,284,1
924,284,1
853,284,0
558,324,1
522,324,0
465,324,0
428,324,1
853,324,1
815,324,0
759,324,0
713,324,1
669,324,0
428,349,1
357,349,0
924,349,0
853,349,1
759,386,0
713,386,1
669,386,1
617,386,0
558,386,0
522,386,0
815,435,1
759,435,0
713,435,0
669,435,0
639,435,1
617,435,0
558,435,0
522,435,0
465,435,1
558,500,0
522,500,0
490,500,1
465,500,0
815,500,0
788,500,1
759,500,0
713,500,0
788,579,1
713,579,0
639,579,1
558,579,0
490,579,1
713,598,0
639,598,0
558,598,0
