x,y,column
819,31,0
710,31,0
1139,81,1
1043,81,1
819,81,1
710,81,0
599,164,0
500,164,0
408,164,0
1139,200,1
1043,200,1
931,200,0
819,200,1
710,200,0
599,200,1
500,200,0
408,200,0
345,200,1
245,200,0
128,200,1
931,307,0
819,307,0
710,307,0
599,307,0
500,307,0
408,307,0
345,307,0
245,307,0
1139,421,1
1043,421,1
931,421,0
819,421,1
710,421,0
599,421,1
500,421,0
408,421,0
345,421,1
245,421,0
128,421,1
599,505,0
567,505,0
500,505,0
1043,600,1
931,600,0
819,600,1
710,600,0
599,600,1
567,600,0
500,600,0
408,600,0
345,600,1
245,600,0
128,600,1
