x,y,column
505,199,0
365,199,0
288,199,0
148,199,0
1130,199,0
990,199,0
913,199,0
774,199,0
1264,235,0
1168,235,0
1130,235,1
990,235,1
913,235,1
774,235,1
736,235,0
639,235,0
543,235,0
505,235,1
365,235,1
288,235,1
148,235,1
110,235,0
14,235,0
148,250,1
110,250,0
14,250,1
774,250,1
736,250,0
639,250,1
543,250,0
505,250,1
1264,250,1
1168,250,0
1130,250,1
505,302,0
365,302,0
288,302,0
148,302,0
1130,302,0
1010,302,0
990,302,0
913,302,0
774,302,0
1264,327,0
1168,327,0
1130,327,0
1010,327,1
990,327,0
974,327,1
930,327,1
913,327,0
894,327,1
774,327,0
736,327,0
639,327,0
543,327,0
505,327,0
384,327,1
365,327,0
348,327,1
305,327,1
288,327,0
269,327,1
148,327,0
110,327,0
14,327,0
1264,359,1
1168,359,0
1130,359,1
1105,359,0
1010,359,0
974,359,1
930,359,1
894,359,0
799,359,0
774,359,1
736,359,0
639,359,1
543,359,0
505,359,1
479,359,0
384,359,0
348,359,1
305,359,1
269,359,0
174,359,0
148,359,1
110,359,0
14,359,1
110,395,1
14,395,1
384,395,0
269,395,0
736,395,1
639,395,1
543,395,1
1010,395,0
894,395,0
1264,395,1
1168,395,1
269,420,1
174,420,1
110,420,1
894,420,1
799,420,1
736,420,1
543,420,1
479,420,1
384,420,1
1168,420,1
1105,420,1
1010,420,1
269,437,1
174,437,0
110,437,0
543,437,0
479,437,0
384,437,1
894,437,1
799,437,0
736,437,0
1168,437,0
1105,437,0
1010,437,1
