x,y,column
472,37,0
401,37,1
339,37,1
930,37,1
868,37,1
790,37,0
531,67,1
472,67,0
401,67,1
868,67,1
790,67,0
740,67,1
401,103,0
339,103,0
930,103,0
868,103,0
531,131,0
472,131,0
790,131,0
740,131,0
401,148,1
339,148,0
930,148,0
868,148,1
992,190,1
930,190,1
868,190,1
790,190,0
740,190,1
682,190,1
622,190,0
531,190,1
472,190,0
401,190,1
339,190,1
276,190,1
868,225,1
790,225,0
740,225,1
682,225,1
622,225,1
558,225,1
531,225,0
510,225,1
472,225,0
401,225,1
401,255,1
339,255,0
312,255,0
276,255,1
622,255,1
585,255,0
558,255,1
740,255,1
682,255,1
992,255,1
957,255,0
930,255,0
868,255,1
558,277,1
510,277,0
472,277,0
790,277,0
740,277,1
339,301,0
312,301,0
276,301,1
558,301,1
510,301,0
472,301,0
790,301,0
740,301,1
682,301,1
992,301,1
957,301,0
930,301,0
401,329,1
339,329,1
930,329,1
868,329,1
790,329,0
622,359,1
585,359,0
558,359,1
510,359,1
472,359,1
401,359,1
339,359,1
276,359,1
992,359,1
930,359,1
868,359,1
790,359,0
740,359,1
682,359,1
740,385,1
682,385,0
652,385,1
622,385,1
558,385,1
790,427,1
740,427,1
722,427,1
682,427,0
652,427,1
622,427,0
585,427,1
558,427,1
510,427,1
585,489,0
558,489,0
510,489,0
790,489,0
740,489,0
722,489,0
585,528,1
558,528,0
510,528,1
652,528,1
790,528,1
740,528,0
722,528,1
722,563,1
652,563,1
585,563,1
585,599,1
510,599,0
790,599,0
722,599,1
