Source,Target
0,1
0,24
1,2
1,25
2,3
2,26
3,4
3,27
4,5
4,41
5,6
5,42
6,7
6,43
7,8
7,44
8,9
8,45
9,10
9,46
10,11
10,47
11,12
11,48
12,13
12,18
13,14
13,19
14,15
14,20
15,16
15,21
16,17
16,22
17,23
18,19
18,28
19,20
19,29
20,21
20,30
21,22
21,31
22,23
22,35
23,144
24,25
24,32
25,26
25,33
26,27
26,39
27,40
28,29
28,49
29,30
29,50
30,31
30,51
31,34
32,33
32,37
33,38
34,35
34,52
35,36
35,53
36,144
36,54
37,38
37,65
38,39
38,66
39,40
39,67
40,41
40,68
41,42
41,69
42,43
42,70
43,44
43,71
44,45
44,72
45,46
45,73
46,47
46,146
47,48
47,74
48,49
48,75
49,50
49,58
50,51
50,59
51,52
51,62
52,53
52,55
53,54
53,56
54,57
55,56
55,63
56,57
56,64
57,145
58,59
58,60
59,61
60,61
60,76
61,62
61,77
62,63
62,78
63,64
63,79
64,145
64,80
65,66
65,82
66,67
67,68
68,69
68,83
69,70
70,71
71,72
71,84
72,73
73,146
74,75
74,146
74,147
75,76
75,149
76,77
76,143
77,78
78,79
79,80
80,81
81,145
82,83
82,86
83,84
83,87
84,85
84,88
85,146
85,89
86,87
86,90
87,88
87,91
88,89
88,150
89,150
90,91
90,92
91,150
91,93
92,93
92,95
93,94
93,96
94,152
94,150
94,97
94,151
95,96
95,99
96,97
96,102
97,153
97,105
98,153
99,100
99,107
100,101
100,108
101,102
101,109
102,103
102,110
103,104
103,111
104,105
104,112
105,106
105,113
106,153
107,108
107,114
108,109
108,115
109,110
109,116
110,111
110,117
111,112
112,113
112,118
113,119
114,115
114,120
115,116
115,121
116,117
116,122
117,118
117,124
118,119
118,126
119,127
120,121
120,128
121,122
121,129
122,123
123,124
123,130
124,125
124,131
125,126
125,132
126,127
126,133
127,134
128,129
128,135
129,130
129,136
130,131
130,137
131,132
131,138
132,133
132,139
133,134
133,140
134,141
135,136
136,137
137,138
138,139
139,140
140,141
142,147
142,148
143,149
146,147
147,151
148,149
148,152
149,153
150,151
151,152
152,153
