Source,Target
0,1
0,15
0,32
1,2
1,16
2,17
3,4
3,22
4,5
4,23
5,6
5,39
6,7
6,41
7,8
7,43
8,9
8,20
9,10
9,21
10,11
10,48
11,12
11,24
12,13
12,18
13,14
13,19
14,15
14,28
15,30
16,17
16,34
17,35
18,19
18,25
19,26
20,21
20,45
21,46
22,23
22,36
23,37
24,25
24,55
25,26
25,56
26,27
27,28
27,58
28,29
29,30
29,52
30,31
30,53
31,32
31,54
32,33
33,34
33,49
34,35
35,51
36,37
36,67
37,38
38,39
38,69
39,40
40,41
40,64
41,42
41,65
42,43
42,66
43,44
44,45
44,59
45,46
46,47
47,48
47,61
48,63
49,50
49,90
50,51
50,91
51,92
52,53
52,86
53,54
53,70
54,89
55,56
55,82
56,57
56,83
57,58
57,84
58,85
59,60
59,77
60,61
60,78
61,62
61,79
62,63
62,80
63,81
64,65
64,74
65,66
65,75
66,76
67,68
67,71
68,69
68,72
69,73
70,87
71,72
71,124
72,73
73,74
74,75
74,93
75,76
75,94
76,77
77,78
78,79
79,80
79,98
80,81
81,82
82,83
83,84
83,101
84,85
85,86
86,87
87,88
87,105
88,89
88,106
89,90
89,107
90,91
91,92
91,116
92,117
93,94
93,128
94,95
94,129
95,96
95,130
96,97
96,131
97,98
97,132
98,99
98,118
99,100
99,119
100,101
100,121
101,102
101,123
102,103
102,108
103,104
103,109
104,105
104,110
105,106
105,111
106,107
107,113
108,109
108,148
109,110
110,111
110,149
111,112
111,150
112,113
112,151
113,114
114,115
114,133
115,116
115,134
116,117
117,154
118,119
118,144
119,120
120,121
120,135
121,122
121,136
122,123
122,137
123,147
124,125
124,155
125,126
125,157
126,127
126,158
127,128
127,138
128,129
128,139
129,130
129,140
130,131
130,142
131,132
132,143
133,134
133,152
134,153
135,136
135,145
136,137
137,146
138,139
138,159
139,140
140,141
141,142
141,174
142,143
142,169
143,144
143,170
144,145
144,171
145,146
145,172
146,147
146,165
147,148
147,166
148,149
148,167
149,150
149,168
150,151
150,160
151,152
151,161
152,153
152,162
153,154
153,163
154,164
155,156
155,176
156,157
156,177
157,158
158,159
159,173
160,161
161,162
162,163
163,164
165,166
166,167
167,168
169,170
170,171
171,172
173,174
173,178
174,175
175,179
176,177
177,178
178,179
