x,y,column
1001,26,1
873,26,1
748,26,1
615,26,1
271,26,1
271,60,0
1001,60,0
873,60,0
748,60,0
615,60,0
271,102,0
1001,102,0
873,102,0
748,102,0
615,102,0
1001,139,1
873,139,1
748,139,1
615,139,1
271,139,1
271,180,0
1001,180,0
873,180,0
748,180,0
615,180,0
1001,223,1
873,223,1
748,223,1
615,223,1
500,223,0
385,223,0
271,223,1
1001,285,0
873,285,0
748,285,0
615,285,0
500,285,0
385,285,0
271,285,0
615,346,1
500,346,0
385,346,0
271,346,1
748,346,1
1001,346,1
873,346,1
1001,409,0
873,409,0
748,409,0
615,409,0
500,409,0
385,409,0
271,409,0
615,472,1
500,472,0
385,472,0
271,472,1
1001,472,1
873,472,1
748,472,1
1001,535,0
873,535,0
748,535,0
615,535,0
500,535,0
385,535,0
271,535,0
1001,599,1
873,599,1
748,599,1
615,599,1
500,599,0
385,599,0
271,599,1
