Source,Target
0,1
0,5
1,2
1,7
2,3
2,8
3,4
3,9
4,11
5,6
5,15
6,7
6,16
7,8
7,94
8,9
8,17
9,10
9,97
10,11
10,12
11,14
12,13
12,97
13,14
13,22
15,16
16,94
16,27
17,96
17,95
17,18
18,19
18,29
19,20
19,96
19,36
20,21
20,37
21,22
21,38
22,23
23,24
23,39
24,58
25,26
25,42
26,27
26,30
27,28
28,29
28,31
29,95
29,33
30,31
30,45
31,32
31,47
32,33
32,48
33,34
34,35
34,50
35,36
35,40
36,41
37,38
37,53
38,39
39,55
40,41
40,51
41,52
42,43
42,63
43,44
43,64
44,45
44,70
45,46
46,47
46,72
47,48
48,49
49,50
49,74
50,51
51,52
52,53
52,61
53,54
53,62
54,55
54,65
55,56
56,57
56,67
57,58
57,59
58,60
59,60
59,68
60,81
61,62
61,75
62,76
63,64
63,85
64,69
65,66
65,77
66,67
66,78
67,68
68,80
69,70
69,86
70,71
71,72
71,87
72,73
73,74
73,82
74,83
75,76
75,84
76,77
77,78
78,79
79,80
80,81
80,88
81,89
82,83
83,84
83,90
84,91
85,86
85,92
86,87
86,93
88,89
90,91
92,93
94,95
96,97
