Source,Target
0,1
0,18
1,2
1,19
2,3
2,23
3,4
3,30
4,5
4,31
5,6
5,32
6,7
6,33
7,8
7,34
8,9
8,35
9,10
9,36
10,11
10,37
11,12
11,38
12,13
12,39
13,14
13,40
14,15
14,16
15,17
16,17
16,20
17,21
18,19
18,22
19,61
20,21
20,24
21,25
22,61
22,28
23,61
23,29
24,25
24,26
25,27
26,27
26,41
27,42
28,62
28,53
29,30
29,62
29,50
30,31
31,32
32,33
32,51
33,34
34,35
35,36
35,52
36,37
37,38
38,39
38,45
39,40
39,46
40,41
40,47
41,42
41,43
42,44
43,44
43,48
44,49
45,46
45,52
45,58
46,47
47,48
48,49
48,59
49,60
50,51
50,55
51,52
51,56
52,57
53,54
54,55
54,62
55,56
56,57
57,58
58,59
59,60
61,62
