Source,Target
0,1
0,12
1,2
1,13
2,3
2,14
3,4
3,15
4,5
4,8
5,6
5,9
6,7
6,10
7,11
8,9
8,17
9,10
9,18
10,11
10,19
11,16
12,13
12,20
13,14
13,21
14,15
14,22
15,23
16,19
16,27
17,18
17,24
18,19
18,25
19,26
20,21
20,28
21,22
21,29
22,23
22,30
23,31
24,25
24,32
25,26
25,33
26,27
26,34
27,35
28,29
28,36
29,30
29,37
30,31
30,38
31,39
32,33
32,44
33,34
33,45
34,35
34,46
35,47
36,37
36,40
37,38
37,41
38,39
38,42
39,43
40,41
40,48
41,42
41,49
42,43
42,50
43,44
43,51
44,45
44,52
45,46
45,53
46,47
46,54
47,55
48,49
49,50
50,51
51,52
52,53
53,54
54,55
