x,y,column
1081,25,0
1012,25,1
889,25,1
773,25,0
659,25,1
539,25,0
425,25,1
310,25,0
196,25,1
310,104,0
196,104,0
539,104,0
425,104,0
1081,104,0
1012,104,0
889,104,0
773,104,0
659,104,0
773,183,0
659,183,0
539,183,0
425,183,0
310,183,0
196,183,0
1081,183,0
1012,183,0
889,183,0
887,255,1
1081,261,0
1012,261,1
887,268,1
773,261,0
659,261,1
539,261,0
425,261,1
310,261,0
217,261,1
196,261,1
773,340,0
659,340,0
539,340,0
425,340,0
310,340,0
196,340,0
1081,340,0
1012,340,0
889,340,0
310,418,0
196,418,0
1081,418,0
1012,418,0
889,418,0
773,418,0
659,418,0
539,418,0
425,418,0
773,494,1
659,494,1
539,494,0
425,494,1
310,494,0
196,494,1
1081,494,0
1012,494,1
889,494,1
773,556,0
659,556,1
425,556,1
196,556,1
196,612,0
659,612,0
425,612,0
1012,612,1
773,612,1
