x,y,column
750,212,0
672,212,1
604,212,0
537,212,1
907,212,0
833,212,1
833,245,1
750,245,0
223,293,0
162,293,0
1212,293,0
1058,293,0
980,293,1
907,293,0
833,293,0
144,358,0
68,358,1
1113,358,0
1058,358,1
980,358,0
907,358,0
833,358,1
750,358,0
672,358,1
604,358,0
537,358,1
484,358,0
424,358,0
380,358,0
1113,408,0
1058,408,1
980,408,1
907,408,0
833,408,0
380,436,0
327,436,0
275,436,0
223,436,0
144,436,0
68,436,0
1058,465,0
980,465,0
907,465,0
833,465,0
750,465,0
672,465,0
604,465,0
537,465,0
484,465,0
424,465,0
380,465,0
907,512,0
833,512,1
750,512,0
672,512,1
604,512,0
537,512,1
484,512,0
424,512,0
380,512,1
327,512,0
275,512,0
223,512,1
144,512,0
75,512,1
1112,293,1
1058,170,0
1058,261,0
1058,193,0
980,514,1
976,213,1
907,112,0
826,118,0
750,114,0
672,119,0
672,103,0
672,250,1
604,135,0
604,272,0
537,151,0
537,288,1
484,215,0
484,302,0
424,227,0
424,242,0
424,317,0
380,247,0
380,328,1
327,258,0
327,341,0
275,354,0
223,362,1
223,279,0
144,292,0
71,293,0
1206,358,0
1212,326,0
1167,409,0
1211,342,0
1118,463,0
1057,523,1
653,122,0
480,166,0
197,284,0
502,210,0
275,274,0
790,113,0
907,134,0
921,141,0
979,154,0
1113,231,0
1193,293,0
