x,y,column
586,43,1
515,43,0
438,43,0
396,43,0
326,43,1
951,43,1
881,43,0
839,43,0
763,43,0
694,43,1
326,64,1
285,64,1
694,64,1
639,64,1
586,64,1
991,64,1
951,64,1
763,97,0
733,97,1
694,97,1
639,97,0
586,97,1
542,97,1
515,97,0
542,124,1
515,124,0
438,124,0
396,124,0
368,124,1
326,124,1
285,124,0
991,124,0
951,124,1
909,124,1
881,124,0
839,124,0
763,124,0
733,124,1
733,163,1
694,163,0
639,163,1
586,163,0
542,163,1
733,222,1
694,222,0
639,222,1
586,222,0
542,222,1
991,268,0
909,268,0
816,268,0
733,268,0
694,268,1
639,268,0
586,268,0
542,268,0
461,268,0
368,268,0
285,268,0
816,357,1
733,357,1
694,357,0
639,357,0
586,357,0
568,357,1
542,357,1
461,357,1
568,427,1
542,427,0
461,427,1
816,427,1
733,427,0
694,427,0
542,487,0
461,487,0
816,487,0
733,487,0
816,573,1
733,573,1
639,573,0
542,573,1
461,573,1
733,609,0
639,609,0
542,609,0
816,247,1
