x,y,column
627,32,1
475,32,1
1079,32,1
927,32,1
927,86,1
777,86,1
627,86,1
475,86,1
325,86,1
174,86,1
98,86,1
25,86,1
1243,86,1
1079,86,1
1243,164,1
1211,164,0
1157,164,0
1079,164,1
174,188,0
98,188,0
98,226,0
25,226,0
475,226,0
425,226,0
325,226,0
1211,226,0
1157,226,0
25,287,1
98,287,1
1243,287,1
1211,287,0
1157,287,0
1079,287,1
927,287,1
777,287,1
627,287,1
475,287,1
425,287,0
325,287,1
174,287,1
677,355,0
627,355,1
475,355,1
325,355,1
174,355,1
74,355,0
25,355,1
1243,355,1
1194,355,0
1079,355,1
927,355,1
777,355,1
174,408,0
74,408,0
25,408,0
777,408,0
677,408,0
627,408,0
1243,408,0
1194,408,0
1079,408,0
1243,554,1
1079,554,1
927,554,1
777,554,1
627,554,1
475,554,1
325,554,1
174,554,1
25,554,1
627,614,1
475,614,1
