Source,Target
0,1
0,16
0,30
1,2
1,31
2,3
2,32
3,4
3,17
4,5
4,18
5,6
5,19
6,7
6,20
7,8
7,21
8,9
8,22
9,10
9,23
10,11
10,24
11,12
11,25
12,13
12,26
13,14
13,27
14,15
14,28
15,29
16,33
17,18
17,34
18,19
18,35
19,20
19,36
20,21
20,37
21,22
21,38
22,23
22,39
23,24
23,40
24,25
24,41
25,26
25,42
26,27
26,43
27,28
27,44
28,29
28,45
29,46
30,31
30,33
30,47
31,32
31,48
32,49
33,86
34,35
34,51
35,36
35,56
36,37
36,57
37,38
37,58
38,39
38,59
39,40
39,60
40,41
40,61
41,42
41,62
42,43
42,63
43,44
43,64
44,45
44,65
45,46
45,66
46,67
47,48
47,86
47,52
48,49
48,53
49,50
50,51
50,54
51,55
52,53
52,68
52,69
53,54
53,70
54,55
54,71
55,56
55,72
56,57
56,73
57,58
57,74
58,59
58,75
59,60
59,76
60,61
60,77
61,62
61,78
62,63
62,79
63,64
63,80
64,65
64,81
65,66
65,82
66,67
66,83
67,84
68,86
68,85
69,70
69,85
70,71
71,72
72,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
