Source,Target
0,1
0,15
1,2
1,16
2,3
2,13
3,4
3,14
4,5
4,19
5,6
5,20
6,7
6,21
7,8
7,11
8,9
8,12
9,10
9,24
10,25
11,12
11,22
12,23
13,14
13,17
14,18
15,16
15,26
16,17
16,27
17,18
18,19
18,28
19,20
19,29
20,21
20,30
21,22
21,31
22,23
23,24
23,32
24,25
24,33
25,34
26,27
26,41
27,28
27,43
28,29
28,45
29,30
29,39
30,31
30,40
31,32
31,37
32,33
32,38
33,34
33,35
34,36
35,36
35,38
35,54
36,55
37,38
37,40
37,52
38,53
39,40
39,45
39,50
40,51
41,42
41,46
42,43
42,47
43,44
44,45
44,48
45,49
46,47
46,62
47,48
47,63
48,49
48,64
49,50
49,65
50,51
50,56
51,52
51,57
52,53
52,58
53,54
53,59
54,55
54,60
55,61
56,57
56,65
56,66
57,58
57,67
58,59
58,69
59,60
59,70
60,61
60,71
62,63
62,72
63,64
63,73
64,65
64,74
65,75
66,67
66,75
67,68
67,78
68,69
68,79
69,70
70,71
71,80
72,73
73,74
73,76
74,75
74,77
76,77
78,79
79,80
