Source,Target
0,58
0,70
1,2
1,10
2,3
2,6
3,4
3,7
4,5
4,8
5,58
5,9
6,7
6,11
7,8
7,12
8,9
8,13
9,59
9,14
10,11
10,16
11,12
11,17
12,13
12,18
13,14
13,20
14,15
14,22
15,59
15,73
16,17
16,23
17,18
17,24
18,19
18,27
19,20
19,28
20,21
20,29
21,22
21,30
22,73
22,31
23,24
23,25
24,26
25,26
26,27
27,28
28,29
29,30
30,31
31,69
32,61
32,72
32,39
33,34
33,67
33,36
34,35
34,60
34,37
35,72
35,38
36,37
36,42
37,38
38,39
38,43
39,40
39,46
40,41
40,61
40,47
41,63
41,48
42,43
42,44
43,45
44,45
44,49
45,46
45,50
46,47
46,51
47,48
47,52
48,53
49,50
49,54
50,51
50,55
51,52
51,56
52,53
53,57
54,55
55,56
56,57
58,59
58,70
59,71
60,72
60,67
61,63
61,64
62,63
62,65
63,65
64,65
64,72
65,70
66,72
66,73
66,68
67,68
68,69
69,73
70,71
71,73
