x,y,column
419,60,1
369,60,0
329,60,0
284,60,1
243,60,0
188,60,0
147,60,1
93,60,0
36,60,1
147,104,0
93,104,0
36,104,0
419,104,0
369,104,0
322,104,0
284,104,0
322,127,0
284,127,0
419,167,0
369,167,0
329,167,0
284,167,0
1236,209,1
1192,209,1
1143,209,0
1101,209,1
1059,209,0
1007,209,0
964,209,1
904,209,1
867,209,0
829,209,1
783,209,1
738,209,0
693,209,1
650,209,0
598,209,0
556,209,1
514,209,0
462,209,0
419,209,1
369,209,1
329,209,1
284,209,1
243,209,0
188,209,1
147,209,1
93,209,1
36,209,1
369,250,1
329,250,1
829,250,1
783,250,1
369,287,0
329,287,0
829,287,1
812,287,1
783,287,1
738,287,0
693,287,0
783,323,0
738,323,0
693,323,1
650,323,0
598,323,0
556,323,1
514,323,0
462,323,0
419,323,1
369,323,1
329,323,0
284,323,1
243,323,0
188,323,0
147,323,1
93,323,1
36,323,1
1236,323,1
1192,323,0
1143,323,0
1101,323,1
1059,323,0
1007,323,0
964,323,1
904,323,1
867,323,0
829,323,1
812,323,0
1236,364,1
1192,364,0
1143,364,0
1101,364,0
1059,364,0
1007,364,0
964,364,0
904,364,0
867,364,0
829,364,0
783,364,0
738,364,0
693,364,0
650,364,0
598,364,0
556,364,0
514,364,0
462,364,0
419,364,0
369,364,0
329,364,0
284,364,0
243,364,0
188,364,0
147,364,0
1236,473,1
1192,473,1
1143,473,0
1101,473,1
1059,473,0
1007,473,0
964,473,1
904,473,0
867,473,0
829,473,1
783,473,0
738,473,0
693,473,1
650,473,0
598,473,0
556,473,1
514,473,0
462,473,0
419,473,1
369,473,0
329,473,0
284,473,1
243,473,0
188,473,1
147,473,1
93,473,0
36,473,1
964,505,0
829,505,0
693,505,0
556,505,0
419,505,0
284,505,0
147,505,0
36,505,0
964,542,0
829,542,0
693,542,0
556,542,0
419,542,0
284,542,0
147,542,0
36,542,0
964,571,1
829,571,1
693,571,1
556,571,1
419,571,1
284,571,1
147,571,1
36,571,1
