Source,Target
0,1
0,22
1,2
1,17
2,3
2,18
3,4
3,19
4,5
4,20
5,6
5,21
6,7
6,27
7,8
7,14
8,9
8,15
9,10
9,16
10,11
10,30
11,12
11,31
12,13
12,32
13,33
14,15
14,28
15,16
16,29
17,18
17,24
18,19
19,20
19,25
20,21
21,26
22,23
22,40
23,24
23,41
24,25
24,42
25,26
25,43
26,27
26,44
27,28
28,29
28,38
29,30
29,39
30,31
31,32
31,34
32,33
32,35
33,37
34,35
35,36
36,37
36,45
37,46
38,39
38,47
39,48
40,41
40,50
41,42
42,43
42,51
43,44
43,52
44,53
45,46
45,55
46,63
47,48
47,58
48,59
49,50
49,64
50,51
50,65
51,52
51,66
52,53
52,67
53,56
54,55
54,61
55,62
56,57
56,67
56,75
57,58
57,83
58,59
58,68
59,60
59,70
60,61
60,87
61,62
61,88
62,63
62,89
63,90
64,65
64,76
65,66
65,77
66,67
66,71
67,73
68,69
68,84
69,70
69,85
70,86
71,72
71,78
72,73
72,79
73,74
73,80
74,75
74,81
75,82
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
