Source,Target
0,1
0,10
1,2
1,11
2,3
2,12
3,4
3,13
4,5
4,14
5,6
5,15
6,7
6,16
7,8
7,17
8,18
9,10
9,20
10,11
11,12
11,21
12,13
12,22
13,14
13,23
14,15
14,98
15,16
15,24
16,17
16,25
17,18
17,26
18,19
19,27
20,21
20,28
21,22
22,23
22,29
23,98
24,25
24,98
25,26
25,34
26,27
27,36
28,29
28,49
29,30
29,38
30,31
30,39
31,37
31,43
32,33
32,37
32,40
33,34
33,41
34,35
34,42
35,36
36,48
37,44
37,98
38,39
38,50
39,51
40,41
40,45
41,42
41,46
42,47
43,44
43,52
44,53
45,46
45,54
46,47
46,55
47,48
47,67
48,68
49,50
49,60
50,51
50,61
51,52
51,56
52,53
52,58
53,59
54,55
54,65
55,66
56,57
56,62
57,58
57,63
58,59
58,64
59,69
60,61
60,70
61,62
61,72
62,63
63,64
64,69
65,66
65,69
66,67
67,68
67,75
68,77
69,99
70,71
70,78
71,72
71,80
72,73
72,81
73,99
73,82
74,75
74,99
74,84
75,76
75,85
76,77
76,86
77,88
78,79
79,80
79,89
80,81
80,90
81,82
81,91
82,83
82,92
83,84
83,99
83,93
84,85
84,94
85,86
85,95
86,87
86,96
87,88
87,97
89,90
90,91
91,92
92,93
93,94
94,95
95,96
96,97
