Source,Target
0,6
0,44
1,2
1,8
1,38
2,3
2,21
3,4
3,22
4,5
4,23
5,6
5,42
6,43
7,8
7,13
7,36
8,37
9,10
9,15
9,31
10,11
10,19
11,12
11,20
12,13
12,34
13,35
14,15
14,18
14,29
15,30
16,17
16,26
17,18
17,27
18,28
19,20
19,24
20,25
21,22
21,39
22,23
22,40
23,41
24,25
24,32
25,33
26,27
26,74
27,28
27,75
28,29
28,76
29,30
29,72
30,31
30,73
31,32
31,70
32,33
32,46
33,34
33,47
34,35
34,48
35,36
35,49
36,37
36,50
37,38
37,51
38,39
38,52
39,40
39,53
40,41
40,54
41,42
41,55
42,43
42,56
43,44
43,57
44,45
45,58
46,47
46,71
47,48
47,67
48,49
48,68
49,50
49,69
50,51
50,65
51,52
51,66
52,53
52,61
53,54
53,62
54,55
54,63
55,56
55,64
56,57
56,59
57,60
58,60
59,60
59,64
61,62
61,66
62,63
63,64
65,66
65,69
67,68
67,71
68,69
70,71
70,73
72,73
72,76
74,75
75,76
