x,y,column
1224,123,1
1125,123,0
1026,123,1
932,123,0
832,123,0
732,123,0
631,123,0
534,123,0
435,123,0
292,123,0
239,123,0
139,123,0
39,123,0
339,193,0
292,193,0
1026,193,0
932,193,0
832,193,1
808,193,0
732,193,0
139,287,0
39,287,1
339,287,0
239,287,1
534,287,0
435,287,1
732,287,0
631,287,1
932,287,0
832,287,1
1224,287,1
1125,287,0
1026,287,1
1224,395,1
1125,395,0
1026,395,1
932,395,0
832,395,1
732,395,0
631,395,1
534,395,0
435,395,1
339,395,0
239,395,1
139,395,0
39,395,1
1224,487,1
1125,487,0
1026,487,0
932,487,0
832,487,0
732,487,0
631,487,0
534,487,0
435,487,0
339,487,0
239,487,1
139,487,0
39,487,1
339,508,0
139,508,0
39,508,0
631,187,1
534,191,0
435,197,1
239,198,1
139,193,0
39,187,1
