x,y,column
1078,191,0
1005,191,0
906,191,0
768,191,0
631,191,0
493,191,0
394,191,0
296,191,0
197,191,0
21,229,1
296,229,1
197,229,1
1253,229,1
1078,229,1
1005,229,1
906,229,1
768,229,1
631,229,1
493,229,1
394,229,1
394,248,1
333,248,1
296,248,1
394,308,1
333,308,1
296,308,0
1078,330,0
1005,330,0
105,412,1
21,412,1
1253,412,1
1169,412,1
1005,433,1
906,433,1
768,433,1
631,433,1
493,433,1
394,433,1
296,433,1
197,433,1
105,433,1
21,433,0
1253,433,0
1169,433,1
1078,433,1
1169,451,0
1078,451,1
1005,451,1
906,451,0
768,451,0
631,451,0
493,451,0
394,451,0
296,451,0
197,451,0
105,451,0
21,451,0
