x,y,column
1020,38,1
932,38,1
845,38,1
758,38,1
672,38,1
599,38,1
512,38,1
424,38,1
337,38,1
250,38,1
250,54,0
178,54,1
1092,54,1
1020,54,0
1092,185,1
1020,185,1
932,185,1
845,185,1
758,185,1
672,185,1
599,185,1
512,185,1
424,185,1
337,185,1
250,185,1
178,185,1
1092,234,1
1020,234,1
845,234,1
672,234,1
599,234,1
512,234,1
424,234,1
250,234,1
178,234,1
599,321,1
424,321,1
599,408,1
512,408,1
424,408,1
250,408,1
178,408,1
599,458,1
512,458,1
424,458,1
337,458,1
250,458,1
178,458,1
250,588,0
178,588,1
599,604,1
512,604,1
424,604,1
337,604,1
250,604,1
845,355,1
672,462,1
