Source,Target
0,1
0,31
1,2
1,32
2,3
2,33
3,4
3,34
4,5
4,35
5,6
5,36
6,7
6,37
7,8
7,38
8,9
8,39
9,10
9,40
10,11
10,41
11,12
11,42
12,13
12,43
13,14
13,44
14,15
14,45
15,16
15,46
16,17
16,47
17,18
17,48
18,19
18,49
19,20
19,50
20,51
21,22
21,26
22,23
22,27
23,24
23,28
24,25
24,29
25,30
26,27
26,68
27,28
28,29
28,69
29,30
30,31
30,55
31,32
31,56
32,33
33,34
33,58
34,35
35,36
35,59
36,37
37,38
37,60
38,39
39,40
39,61
40,41
41,42
41,62
42,43
43,44
43,63
44,45
45,46
45,64
46,47
47,48
47,65
48,49
49,50
49,66
50,51
51,52
51,53
52,54
53,54
53,67
54,85
55,56
55,70
56,57
57,58
57,74
58,59
58,75
59,60
59,76
60,61
60,77
61,62
61,78
62,63
62,79
63,64
63,80
64,65
64,81
65,66
65,82
66,67
66,83
67,84
68,69
68,71
69,70
69,72
70,73
71,72
71,86
72,73
72,88
73,74
73,90
74,75
74,92
75,76
75,94
76,77
76,96
77,78
77,98
78,79
78,100
79,80
79,102
80,81
80,104
81,82
81,106
82,83
82,108
83,84
83,110
84,85
84,112
85,114
86,87
86,115
87,88
87,116
88,89
88,117
89,90
89,118
90,91
90,119
91,92
91,120
92,93
92,121
93,94
93,122
94,95
94,123
95,96
95,124
96,97
96,125
97,98
97,126
98,99
98,127
99,100
99,128
100,101
100,129
101,102
101,130
102,103
102,131
103,104
103,132
104,105
104,133
105,106
105,134
106,107
106,135
107,108
107,136
108,109
108,137
109,110
109,138
110,111
110,139
111,112
111,140
112,113
112,141
113,114
113,142
114,143
115,116
116,117
117,118
118,119
119,120
120,121
121,122
122,123
123,124
124,125
125,126
126,127
127,128
128,129
129,130
130,131
131,132
132,133
133,134
134,135
135,136
136,137
137,138
138,139
139,140
140,141
141,142
142,143
