Source,Target
0,1
0,10
1,2
1,11
2,3
2,9
3,4
3,8
4,5
4,6
5,7
6,7
6,16
7,17
8,9
8,15
9,11
9,14
10,11
10,12
11,13
12,13
12,20
13,14
13,21
14,15
14,19
15,18
16,17
16,26
17,22
18,19
18,28
19,21
19,27
20,21
20,30
21,32
22,26
22,58
23,24
23,28
23,41
24,25
24,33
25,26
25,34
26,35
27,28
27,32
27,46
28,45
29,30
29,36
30,31
30,37
31,32
31,49
32,50
33,34
33,38
34,35
34,39
35,40
36,37
36,47
37,48
38,39
38,42
39,40
39,43
40,44
41,42
41,45
42,43
42,56
43,44
44,57
45,46
45,55
46,50
46,54
47,48
47,51
48,49
48,52
49,50
50,53
51,52
52,53
53,54
54,55
55,56
56,57
57,58
