Source,Target
0,2
0,4
1,2
1,8
2,3
3,4
3,13
4,5
5,14
6,7
6,19
7,8
8,20
9,10
9,16
10,28
11,12
11,29
12,17
13,14
13,22
14,15
14,23
15,16
15,24
16,26
17,18
17,31
18,19
18,33
19,20
19,34
20,21
21,22
21,34
21,43
22,23
22,45
23,24
23,35
24,25
25,26
25,36
26,27
27,28
27,40
28,41
29,30
29,47
30,31
30,48
31,32
32,33
32,37
33,34
34,38
35,36
35,46
36,39
37,38
37,49
38,42
39,40
39,51
40,41
41,55
42,43
42,53
43,44
44,45
44,57
45,46
46,50
47,48
47,59
48,49
49,52
50,51
50,58
51,54
52,53
52,60
53,56
54,55
56,57
56,61
57,58
57,62
58,63
59,60
61,62
62,63
