x,y,column
953,53,1
812,53,1
330,97,1
283,97,0
244,97,0
192,97,1
423,97,1
330,137,0
283,137,0
812,172,1
1091,172,1
953,172,1
330,189,1
283,189,0
244,189,0
192,189,1
812,257,1
1091,257,0
953,257,1
469,309,1
330,309,1
283,309,0
192,309,1
564,346,0
469,346,0
330,346,0
192,346,0
1091,346,1
1072,346,0
953,346,1
812,346,1
469,393,1
330,393,1
192,393,1
564,436,0
469,436,0
330,436,0
192,436,0
1072,482,1
953,482,1
877,482,0
812,482,1
779,482,0
723,482,0
564,482,0
469,482,0
330,482,0
192,482,0
511,513,0
469,513,1
330,513,1
192,513,1
469,555,0
330,555,0
192,555,0
564,555,0
511,555,0
953,555,0
877,555,0
812,555,0
779,555,0
723,555,0
658,555,0
953,604,1
877,604,0
812,604,1
779,604,0
723,604,0
652,604,0
511,604,1
469,604,1
330,604,1
192,604,1
670,52,1
673,483,1
674,257,1
673,346,1
673,172,1
652,583,0
560,307,1
562,392,1
566,512,1
468,190,1
664,525,0
560,97,1
564,188,1
