Source,Target
0,1
0,3
1,2
1,4
2,12
3,4
3,14
4,11
5,6
5,19
6,7
6,15
7,16
8,9
8,20
9,10
9,21
10,13
11,12
11,17
12,18
13,14
13,26
14,27
15,16
15,32
16,33
17,18
17,28
18,19
18,29
19,30
20,21
20,23
21,24
22,23
22,49
23,24
24,25
24,42
25,26
25,43
26,27
26,37
27,28
27,38
28,29
29,30
29,41
30,31
30,53
31,32
31,35
32,33
32,36
33,34
34,46
35,36
35,54
36,44
37,38
37,58
38,39
38,47
39,40
39,48
40,41
40,68
41,52
42,43
42,51
43,57
44,45
44,55
45,46
45,62
47,48
47,59
48,60
49,50
50,51
50,63
51,56
52,53
52,69
53,54
53,70
54,55
55,61
56,57
56,64
57,58
58,59
58,65
59,60
59,66
60,67
61,62
63,64
65,66
65,72
66,67
67,68
67,74
68,69
68,76
69,70
69,77
70,78
71,72
71,84
72,73
72,86
73,74
73,87
74,75
75,76
75,90
76,77
77,78
77,80
78,79
78,81
79,83
80,81
80,91
81,82
82,83
82,92
84,85
85,86
85,88
86,87
87,89
88,89
89,90
89,93
90,91
90,94
91,92
91,95
93,94
94,95
