Source,Target
0,1
0,5
0,9
1,2
1,10
2,11
3,4
3,6
4,5
4,7
5,8
6,7
6,26
7,8
7,27
8,9
8,28
9,10
9,29
10,11
10,30
11,12
11,31
12,13
12,23
13,14
14,15
14,24
15,16
15,19
16,17
16,20
17,18
17,21
18,22
19,20
19,25
20,21
20,36
21,22
22,37
23,24
23,32
24,25
24,33
25,34
26,27
26,58
27,28
27,59
28,29
28,60
29,30
29,47
30,31
30,48
31,32
31,49
32,33
32,38
33,34
33,41
34,35
34,43
35,36
35,44
36,37
36,45
37,46
38,39
38,50
39,40
40,41
40,52
41,42
41,53
42,43
42,54
43,44
43,55
44,45
45,46
45,56
46,57
47,48
47,60
47,64
48,49
48,65
49,50
49,66
50,51
50,67
51,52
52,53
53,54
54,55
55,56
56,57
58,59
58,61
59,60
59,62
60,63
61,62
62,63
63,64
64,65
65,66
66,67
