Source,Target
0,1
0,22
1,2
1,23
2,3
2,24
3,4
3,25
4,5
4,28
5,6
5,29
6,7
6,30
7,8
7,31
8,9
8,32
9,10
9,33
10,11
10,34
11,12
11,35
12,13
12,36
13,14
13,37
14,15
14,38
15,16
15,39
16,17
16,40
17,18
17,41
18,19
18,42
19,20
19,43
20,21
20,44
21,45
22,46
22,47
23,24
23,46
24,25
25,26
26,27
26,107
27,28
27,108
28,29
28,109
29,30
29,53
30,31
30,54
31,32
31,55
32,33
32,56
33,34
33,57
34,35
34,58
35,36
35,59
36,37
36,60
37,38
37,61
38,39
38,62
39,40
39,63
40,41
40,64
41,42
41,65
42,43
42,66
43,44
43,67
44,45
44,68
45,69
46,48
47,48
47,49
48,50
49,50
49,51
50,52
51,52
51,73
52,74
53,54
53,109
53,86
54,55
54,87
55,56
55,88
56,57
56,89
57,58
57,90
58,59
58,91
59,60
59,92
60,61
60,93
61,62
61,94
62,63
62,95
63,64
63,96
64,65
64,97
65,66
65,98
66,67
66,110
67,68
67,111
68,69
68,112
69,113
70,71
70,78
71,72
71,101
72,102
73,74
73,75
74,105
75,76
75,77
76,105
76,80
77,80
77,99
78,79
78,100
79,80
79,104
81,82
81,111
81,112
82,113
83,84
83,103
83,107
84,85
84,108
85,86
85,109
86,87
87,88
88,89
89,90
90,91
91,92
92,93
93,94
94,95
95,96
96,97
97,98
98,110
99,104
100,101
100,104
101,102
102,103
103,106
106,107
107,108
108,109
110,111
111,112
112,113
