Source,Target
0,1
0,4
1,2
1,5
2,3
2,7
3,9
4,5
4,17
5,6
6,7
6,18
7,8
7,10
8,9
8,11
9,16
10,11
10,19
11,15
12,13
12,20
13,14
13,21
14,24
15,16
15,19
16,28
17,18
17,26
18,19
19,27
20,21
20,22
21,23
22,23
22,29
23,24
24,25
24,34
25,26
25,36
26,27
27,28
28,41
29,30
29,42
30,31
30,43
31,32
31,44
32,33
32,45
33,34
33,46
34,35
34,47
35,36
35,48
36,37
36,49
37,38
37,50
38,39
38,51
39,40
39,52
40,41
40,53
41,56
42,43
42,57
43,44
44,45
45,46
45,58
46,47
47,48
47,59
48,49
48,60
49,50
49,61
50,51
51,52
52,53
52,62
53,54
54,55
54,63
55,56
55,64
56,65
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
