Source,Target
0,1
0,8
1,2
1,9
2,3
2,10
3,11
4,5
4,17
5,6
5,18
6,7
6,19
7,20
8,9
8,12
9,10
9,13
10,11
10,14
11,15
12,13
12,30
13,14
13,21
14,15
14,23
15,16
15,25
16,17
16,26
17,18
17,27
18,19
19,20
20,28
21,22
21,31
21,33
22,23
22,34
23,24
23,35
24,25
24,36
25,26
25,37
26,27
26,38
27,28
27,39
28,29
28,40
29,59
30,31
30,49
31,32
32,33
32,50
33,34
33,41
34,35
34,42
35,36
35,43
36,37
36,44
37,38
37,45
38,39
38,46
39,40
39,47
40,48
41,42
41,51
42,43
42,52
43,44
43,53
44,45
44,54
45,46
45,55
46,47
46,56
47,48
47,57
48,58
49,50
50,51
51,52
52,53
53,54
54,55
55,56
56,57
56,60
57,58
57,61
58,59
58,62
59,63
60,61
61,62
62,63
