Source,Target
0,1
0,16
1,2
1,17
2,3
2,12
3,4
3,10
4,5
4,11
5,6
5,15
6,7
6,36
7,8
7,19
8,9
8,20
9,21
10,11
10,13
11,14
12,13
12,27
13,14
13,30
14,15
14,32
15,23
16,17
16,24
17,26
18,19
18,37
19,20
19,41
20,21
20,42
21,43
22,23
22,34
23,35
24,25
24,60
25,26
25,61
26,27
26,63
27,28
27,49
28,29
28,50
29,30
29,44
30,31
31,32
31,45
32,33
32,46
33,34
33,47
34,35
34,48
35,36
35,38
36,37
36,39
37,40
38,39
38,52
39,40
40,41
41,42
41,57
42,43
42,58
43,59
44,45
44,67
45,70
46,47
46,72
47,48
47,53
48,51
49,50
49,64
50,65
51,52
51,54
52,55
53,54
53,73
54,75
55,56
55,76
56,57
56,77
57,58
57,78
58,59
58,79
59,80
60,61
60,101
61,62
62,63
62,88
63,64
64,65
64,89
65,66
66,67
66,81
67,68
68,69
68,82
69,70
69,83
70,71
71,72
71,85
72,73
73,74
74,75
74,87
75,76
76,77
76,93
77,78
77,94
78,79
78,90
79,80
79,91
80,92
81,82
81,95
82,83
83,84
84,85
84,97
85,86
85,98
86,87
86,99
87,100
88,89
88,102
89,103
90,91
90,105
91,92
93,94
93,106
94,104
95,96
95,111
96,97
96,112
97,98
98,99
98,113
99,100
100,114
101,102
101,108
102,103
102,109
103,110
104,105
104,107
106,107
106,115
108,109
108,119
109,110
109,120
110,111
111,112
112,113
112,116
113,114
113,117
114,115
114,118
115,123
116,117
117,118
117,121
118,122
119,120
121,122
122,123
