Source,Target
0,1
0,10
1,2
1,11
2,3
2,12
3,4
3,13
4,5
4,14
5,6
5,15
6,7
6,16
7,8
7,17
8,9
8,18
9,19
10,11
10,25
11,12
12,13
12,26
13,14
13,22
14,15
15,16
15,23
16,17
16,24
17,18
18,19
18,20
19,21
20,21
20,24
20,27
21,28
22,23
22,26
22,31
23,24
23,32
25,26
25,29
26,30
27,28
27,33
28,34
29,30
29,45
30,31
30,46
31,32
31,43
32,40
33,34
33,49
34,50
35,36
35,37
35,60
36,59
37,41
37,63
38,39
38,44
38,64
39,40
39,65
40,41
40,61
41,62
42,43
42,48
42,68
43,44
43,67
44,66
45,46
45,51
46,47
46,52
47,48
47,71
48,72
49,50
49,53
50,54
51,52
51,55
52,56
53,54
53,57
54,58
55,56
55,69
56,70
57,58
57,73
58,74
59,60
59,92
60,63
60,91
61,62
61,65
61,88
62,63
62,89
63,90
64,65
64,66
64,86
65,87
66,67
66,85
67,68
67,84
68,72
68,83
69,70
69,75
70,71
70,76
71,72
71,81
72,82
73,74
73,77
74,78
75,76
75,79
76,80
77,78
77,93
78,94
79,80
79,95
80,96
81,82
81,96
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
90,91
91,92
92,93
93,94
95,96
