x,y,column
1061,34,1
1003,34,0
965,34,0
918,34,1
845,34,0
774,34,1
701,34,0
629,34,1
558,34,0
486,34,1
414,34,0
342,34,1
271,34,0
202,34,1
918,107,0
845,107,0
774,107,0
701,107,0
629,107,0
558,107,0
486,107,0
414,107,0
342,107,0
271,107,0
202,107,0
1061,179,1
1003,179,0
965,179,0
918,179,1
845,179,0
774,179,1
701,179,0
629,179,1
558,179,0
486,179,1
414,179,0
342,179,1
271,179,0
202,179,1
1061,223,0
1003,223,0
918,223,0
918,250,0
845,250,0
774,250,0
701,250,0
629,250,0
558,250,0
486,250,0
414,250,0
342,250,0
271,250,0
202,250,0
1061,279,0
1003,279,0
918,279,0
1061,322,1
1003,322,0
918,322,1
845,322,0
774,322,1
701,322,0
629,322,1
558,322,0
486,322,1
414,322,0
342,322,1
271,322,0
202,322,1
629,370,0
558,370,0
486,370,0
414,370,0
342,370,0
271,370,0
202,370,0
629,418,0
558,418,0
486,418,0
414,418,0
342,418,0
271,418,0
202,418,0
414,466,0
342,466,1
271,466,0
202,466,1
629,466,1
558,466,0
486,466,1
486,514,0
414,514,0
342,514,0
271,514,0
202,514,0
629,538,0
558,538,0
486,538,0
414,611,0
342,611,1
271,611,0
202,611,1
629,611,1
558,611,0
486,611,1
