x,y,column
1251,154,1
1072,154,1
898,154,1
723,154,1
545,154,1
369,154,1
196,154,1
165,154,0
15,154,1
1251,211,0
1072,211,0
898,211,0
723,211,0
545,211,0
369,211,0
196,211,0
165,211,0
15,211,0
1251,267,0
1198,267,0
1072,267,0
898,267,0
723,267,0
545,267,0
369,267,0
196,267,0
165,326,0
545,326,1
369,326,1
196,326,1
723,326,1
1251,326,1
1198,326,0
1072,326,1
898,326,1
1251,390,0
1072,390,0
898,390,0
723,390,0
545,390,0
369,390,0
196,390,0
165,390,0
1251,437,0
1072,437,0
898,437,0
723,437,0
545,437,0
369,437,0
196,437,0
165,437,0
545,463,1
723,463,1
1072,463,1
165,486,0
15,486,1
1251,486,1
1072,486,1
898,486,1
723,486,1
545,486,1
369,486,1
196,486,1
