Source,Target
0,1
0,11
1,2
1,12
2,3
2,19
3,4
3,20
4,5
4,21
5,6
5,22
6,7
6,23
7,8
7,24
8,9
8,25
9,10
9,13
10,15
11,12
11,17
12,18
13,14
13,26
14,15
14,27
15,28
16,17
16,29
17,18
17,30
18,19
18,31
19,20
19,36
20,21
20,37
21,22
21,38
22,23
22,39
23,24
23,40
24,25
24,41
25,26
25,42
26,27
26,43
27,28
27,44
28,45
29,30
29,32
30,31
30,33
31,34
32,33
32,46
33,34
33,47
34,35
35,36
35,50
36,37
36,51
37,38
37,52
38,39
38,53
39,40
39,54
40,41
40,55
41,42
41,56
42,43
42,57
43,44
43,58
44,45
44,59
45,60
46,47
46,48
47,49
48,49
48,61
49,62
50,51
50,63
51,52
51,65
52,53
52,66
53,54
53,67
54,55
54,68
55,56
55,69
56,57
56,70
57,58
57,71
58,59
58,72
59,60
59,73
60,74
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
