Source,Target
0,1
0,5
0,18
1,2
1,19
2,20
3,4
3,8
3,15
4,5
4,16
5,17
6,7
6,11
6,12
7,8
7,13
8,14
9,10
9,30
10,11
10,21
11,22
12,13
12,22
12,34
13,14
13,35
14,15
14,36
15,16
15,37
16,17
16,38
17,18
17,39
18,19
18,40
19,20
19,41
20,64
21,22
21,30
21,32
22,33
23,24
23,67
24,25
24,68
25,26
25,69
26,27
26,70
27,28
27,71
28,29
28,72
29,30
29,73
30,31
31,32
31,42
32,33
32,43
33,34
33,44
34,35
34,48
35,36
35,49
36,37
37,38
38,39
39,40
40,41
41,55
42,43
42,45
43,44
43,46
44,47
45,46
45,74
46,47
46,65
47,48
47,66
48,49
48,56
49,50
49,57
50,51
50,58
51,52
51,59
52,53
52,60
53,54
53,61
54,55
54,62
55,63
56,57
56,66
56,83
57,58
57,84
58,59
58,85
59,60
59,80
60,61
60,81
61,62
61,82
62,63
62,77
63,64
63,78
64,79
65,66
65,74
65,76
66,88
67,68
68,69
69,70
70,71
71,72
72,73
73,74
74,75
75,76
75,86
76,87
77,78
77,82
78,79
80,81
80,85
81,82
83,84
83,88
84,85
86,87
87,88
